,release_date,primary_title,production_budget,domestic_gross,worldwide_gross
1228,1998-06-26,Out of Sight,48000000.0,37562568.0,77562568.0
1229,1984-12-14,The Cotton Club,48000000.0,25928721.0,25928721.0
1230,2008-01-25,Rambo,47500000.0,42754105.0,112214531.0
1231,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0
1232,1990-06-15,Dick Tracy,47000000.0,103738726.0,162738726.0
1233,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0
1234,1996-06-14,The Cable Guy,47000000.0,60240295.0,102825796.0
1235,2009-04-22,Earth,47000000.0,32011576.0,116773317.0
1236,2001-10-19,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0
1237,2007-01-05,Happily N'Ever After,47000000.0,15849032.0,37923818.0
1238,2002-11-27,Solaris,47000000.0,14970038.0,14970038.0
1239,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0
1240,1996-02-23,Mary Reilly,47000000.0,5707094.0,12900000.0
1241,2016-12-23,Silence,46500000.0,7100177.0,23726626.0
1242,2013-11-01,Mr. Nobody,46500000.0,3622.0,22254.0
1243,1997-06-20,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0
1244,2001-07-20,America's Sweethearts,46000000.0,93607673.0,160648493.0
1245,1996-11-22,Star Trek: First Contact,46000000.0,92027888.0,150000000.0
1246,2002-05-24,Insomnia,46000000.0,67263182.0,113622499.0
1247,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0
1248,1996-07-12,Courage Under Fire,46000000.0,59003384.0,100833145.0
1249,1982-09-17,Inchon,46000000.0,4408636.0,4408636.0
1250,2010-12-31,Arthur and the War of Two Worlds,45500000.0,347136.0,36180824.0
1251,1997-03-21,Liar Liar,45000000.0,181410615.0,302710615.0
1252,1998-11-20,A Bug's Life,45000000.0,162798565.0,363095319.0
1253,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0
1254,1994-05-27,The Flintstones,45000000.0,130531208.0,358500000.0
1255,2003-10-24,Scary Movie 3,45000000.0,110000082.0,155200000.0
1256,2000-12-22,Miss Congeniality,45000000.0,106807667.0,213420951.0
1257,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0
1258,2008-07-11,Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0
1259,1993-12-17,The Pelican Brief,45000000.0,100768056.0,187995859.0
1260,2004-08-11,The Princess Diaries 2: Royal Engagement,45000000.0,95149435.0,122071435.0
1261,2007-12-25,The Bucket List,45000000.0,93466502.0,174807445.0
1262,1994-07-20,The Client,45000000.0,92115211.0,117615211.0
1263,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0
1264,1992-06-05,Patriot Games,45000000.0,83287363.0,178100000.0
1265,2005-05-13,Monster-in-Law,45000000.0,82931301.0,155931301.0
1266,2001-10-05,Training Day,45000000.0,76261036.0,104505362.0
1267,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0
1268,1999-12-24,Galaxy Quest,45000000.0,71423726.0,90523726.0
1269,2001-07-04,Scary Movie 2,45000000.0,71277420.0,141189101.0
1270,1998-08-21,Blade,45000000.0,70141876.0,131237688.0
1271,2005-01-14,Coach Carter,45000000.0,67264877.0,76665507.0
1272,2010-03-19,The Bounty Hunter,45000000.0,67061228.0,135808837.0
1273,2002-04-12,Changing Lanes,45000000.0,66790248.0,66790248.0
1274,1997-04-11,Anaconda,45000000.0,65598907.0,136998907.0
1275,2006-01-20,Underworld: Evolution,45000000.0,62318875.0,113417762.0
1276,2000-08-04,Coyote Ugly,45000000.0,60786269.0,113916474.0
1277,2003-11-07,Love Actually,45000000.0,59472278.0,248505300.0
1278,1996-08-09,Jack,45000000.0,58617334.0,58617334.0
1279,1994-10-07,The Specialist,45000000.0,57362581.0,57362581.0
1280,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0
1281,1996-08-16,Tin Cup,45000000.0,53854588.0,75854588.0
1282,2005-11-23,"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0
1283,2005-05-13,Kicking and Screaming,45000000.0,52842724.0,55842724.0
1284,2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000.0,51019112.0,102746214.0
1285,2007-09-21,Resident Evil: Extinction,45000000.0,50648679.0,149871103.0
1286,2004-12-25,Fat Albert,45000000.0,48114556.0,48563556.0
1287,2012-07-06,Savages,45000000.0,47323100.0,82513490.0
1288,1994-09-30,The River Wild,45000000.0,46815000.0,94215000.0
1289,2014-05-23,Blended,45000000.0,46290741.0,127990741.0
1290,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0
1291,2006-01-13,Last Holiday,45000000.0,38399961.0,43343247.0
1292,2006-03-03,16 Blocks,45000000.0,36895141.0,65595141.0
1293,1995-07-14,The Indian in the Cupboard,45000000.0,35627222.0,35627222.0
1294,2004-09-10,Cellular,45000000.0,32003620.0,61475984.0
1295,2006-07-28,The Ant Bully,45000000.0,28142535.0,49610898.0
1296,2003-07-18,Johnny English,45000000.0,28013509.0,163126676.0
1297,1984-12-14,Dune,45000000.0,27447471.0,27447471.0
1298,2009-07-31,Aliens in the Attic,45000000.0,25200412.0,59551283.0
1299,2007-09-14,Across the Universe,45000000.0,24343673.0,29367143.0
1300,2008-12-26,Revolutionary Road,45000000.0,22951340.0,79604820.0
1301,2008-08-29,Babylon A.D.,45000000.0,22532572.0,70216497.0
1302,1994-11-04,Frankenstein,45000000.0,22006296.0,112006296.0
1303,1996-10-04,The Glimmer Man,45000000.0,20404841.0,36404841.0
1304,1996-07-17,Multiplicity,45000000.0,20133326.0,20133326.0
1305,2019-05-03,UglyDolls,45000000.0,19894664.0,24644664.0
1306,2001-01-19,The Pledge,45000000.0,19719930.0,29406132.0
1307,2005-12-16,The Producers: The Movie Musical,45000000.0,19398532.0,32952995.0
1308,1996-06-07,The Phantom,45000000.0,17220599.0,17220599.0
1309,2005-07-01,Rebound,45000000.0,16809014.0,17492014.0
1310,2010-02-19,The Ghost Writer,45000000.0,15541549.0,65532491.0
1311,2000-12-22,All the Pretty Horses,45000000.0,15527125.0,18120267.0
1312,2008-09-05,Bangkok Dangerous,45000000.0,15298133.0,46598133.0
1313,1995-12-20,Nixon,45000000.0,13668249.0,34668249.0
1314,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0
1315,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0
1316,1998-01-30,Deep Rising,45000000.0,11203026.0,11203026.0
1317,2018-12-21,Welcome to Marwen,45000000.0,10763520.0,12874922.0
1318,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0
1319,2008-09-26,Miracle at St. Anna,45000000.0,7916887.0,9676497.0
1320,2002-04-05,Big Trouble,45000000.0,7262288.0,8488871.0
1321,2006-12-21,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0
1322,2007-11-16,Love in the Time of Cholera,45000000.0,4617608.0,31077418.0
1323,2002-12-25,Pinocchio,45000000.0,3681811.0,31681811.0
1324,1997-01-31,Shadow Conspiracy,45000000.0,2154540.0,2154540.0
1325,2012-12-31,Foodfight!,45000000.0,0.0,73706.0
1326,2012-10-12,Argo,44500000.0,136025503.0,227140757.0
1327,1993-08-06,The Fugitive,44000000.0,183875760.0,353715317.0
1328,1985-05-22,Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0
1329,1996-10-18,Sleepers,44000000.0,53300852.0,165600852.0
1330,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0
1331,1996-02-02,The Juror,44000000.0,22730924.0,22730924.0
1332,2014-02-06,The Interview,44000000.0,6105175.0,12342632.0
1333,1980-11-19,Heaven's Gate,44000000.0,3484331.0,3484523.0
1334,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0
1335,2000-12-19,Finding Forrester,43000000.0,51768623.0,80013623.0
1336,2000-04-14,28 Days,43000000.0,37035515.0,62063972.0
1337,2005-05-13,Danny the Dog,43000000.0,24537621.0,49037621.0
1338,2002-04-12,The Sweetest Thing,43000000.0,24430272.0,63078756.0
1339,2018-11-09,The Girl in the Spiderâs Web,43000000.0,14828555.0,34983342.0
1340,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414530.0
1341,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0
1342,1993-06-30,The Firm,42000000.0,158340892.0,270340892.0
1343,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0
1344,1999-05-28,Notting Hill,42000000.0,116089678.0,363728085.0
1345,2000-06-21,Chicken Run,42000000.0,106793915.0,227793915.0
1346,2004-01-16,Along Came Polly,42000000.0,88073507.0,173044410.0
1347,1992-07-01,Boomerang,42000000.0,70052444.0,131052444.0
1348,2009-07-10,BrÃ¼no,42000000.0,60054530.0,138708527.0
1349,1963-06-12,Cleopatra,42000000.0,57000000.0,71000000.0
1350,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0
1351,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0
1352,2002-04-05,High Crimes,42000000.0,41543207.0,63781100.0
1353,1996-11-15,The Mirror Has Two Faces,42000000.0,41267469.0,41267469.0
1354,2011-03-11,Red Riding Hood,42000000.0,37662162.0,91678442.0
1355,2002-01-25,The Mothman Prophecies,42000000.0,35228696.0,56438555.0
1356,1989-07-14,Licence to Kill,42000000.0,34667015.0,156167015.0
1357,2018-12-25,Holmes & Watson,42000000.0,30568743.0,41926605.0
1358,2012-01-27,One for the Money,42000000.0,26414527.0,36197221.0
1359,2001-03-09,15 Minutes,42000000.0,24375436.0,56331864.0
1360,2005-09-16,Lord of War,42000000.0,24149632.0,60437727.0
1361,1993-05-28,Super Mario Bros.,42000000.0,20844907.0,20844907.0
1362,1992-10-02,Hero,42000000.0,19487173.0,66787173.0
1363,2012-01-27,Man on a Ledge,42000000.0,18620000.0,49621440.0
1364,2010-12-03,The Warrior's Way,42000000.0,5666340.0,8514325.0
1365,1997-04-18,McHale's Navy,42000000.0,4408420.0,4408420.0
1366,2010-05-28,Micmacs,42000000.0,1259693.0,11756922.0
1367,2006-12-31,Les BronzÃ©s 3: amis pour la vie,42000000.0,0.0,83833602.0
1368,2015-12-31,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000.0,0.0,15451663.0
1369,2002-11-08,8 Mile,41000000.0,116724075.0,245768384.0
1370,2019-05-31,Rocketman,41000000.0,57342725.0,108642725.0
1371,2001-05-11,A Knightâs Tale,41000000.0,56083966.0,100622586.0
1372,2003-08-22,The Medallion,41000000.0,22108977.0,22108977.0
1373,2011-10-14,The Big Year,41000000.0,7204138.0,7684524.0
1374,1999-08-06,The Sixth Sense,40000000.0,293506292.0,672806292.0
1375,2005-07-15,Wedding Crashers,40000000.0,209218368.0,283218368.0
1376,2010-06-11,The Karate Kid,40000000.0,176591618.0,351774938.0
1377,2015-02-13,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0
1378,2009-06-19,The Proposal,40000000.0,163958031.0,314709717.0
1379,2013-12-13,American Hustle,40000000.0,150117807.0,257878294.0
1380,2019-05-17,John Wick: Chapter 3 â Parabellum,40000000.0,141744320.0,256498033.0
1381,2003-12-25,Cheaper by the Dozen,40000000.0,138614544.0,190212113.0
1382,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0
1383,2013-12-25,Lone Survivor,40000000.0,125095601.0,149804632.0
1384,1989-11-22,Back to the Future Part II,40000000.0,118450002.0,332000000.0
1385,1999-09-24,Double Jeopardy,40000000.0,116735231.0,177835231.0
1386,2003-07-25,Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0
1387,1996-07-24,A Time to Kill,40000000.0,108766007.0,152266007.0
1388,1992-07-01,A League of Their Own,40000000.0,107533925.0,132440066.0
1389,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,311262102.0
1390,2010-10-01,The Social Network,40000000.0,96962694.0,224922135.0
1391,2009-08-07,Julie & Julia,40000000.0,94125426.0,126646119.0
1392,2009-02-06,He's Just Not That Into You,40000000.0,93953653.0,181053657.0
1393,2017-02-10,John Wick: Chapter Two,40000000.0,92029184.0,171350009.0
1394,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0
1395,2006-04-14,Scary Movie 4,40000000.0,90710620.0,178710620.0
1396,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0
1397,2000-02-04,Scream 3,40000000.0,89138076.0,161838076.0
1398,1990-05-24,Back to the Future Part III,40000000.0,88055283.0,244088654.0
1399,2016-10-14,The Accountant,40000000.0,86260045.0,152962083.0
1400,2014-11-14,Dumb and Dumber To,40000000.0,86208010.0,156553592.0
1401,2014-04-25,The Other Woman,40000000.0,83911193.0,195111193.0
1402,1992-11-13,Bram Stoker's Dracula,40000000.0,82522790.0,215862692.0
1403,2006-02-17,Eight Below,40000000.0,81612565.0,120455994.0
1404,1999-12-24,The Talented Mr. Ripley,40000000.0,81292135.0,128792135.0
1405,2015-09-25,The Intern,40000000.0,75764672.0,197115710.0
1406,1992-09-25,The Last of the Mohicans,40000000.0,75505856.0,75505856.0
1407,2004-10-29,Ray,40000000.0,75305995.0,124823094.0
1408,2005-04-01,Sin City,40000000.0,74103820.0,158527918.0
1409,2015-10-16,Bridge of Spies,40000000.0,72313754.0,162498338.0
1410,2008-02-22,Vantage Point,40000000.0,72266306.0,150886329.0
1411,2009-03-20,"I Love You, Man",40000000.0,72013010.0,92302502.0
1412,2001-11-09,Shallow Hal,40000000.0,70836296.0,70836296.0
1413,1991-12-20,JFK,40000000.0,70405498.0,205400000.0
1414,2006-01-27,Big Momma's House 2,40000000.0,70165972.0,137047376.0
1415,2018-09-21,The House with a Clock in its Walls,40000000.0,68549695.0,126331750.0
1416,2016-11-04,Hacksaw Ridge,40000000.0,67209615.0,168904682.0
1417,2001-03-02,The Mexican,40000000.0,66808615.0,145238250.0
1418,2009-08-28,The Final Destination,40000000.0,66477700.0,187384627.0
1419,2009-04-17,17 Again,40000000.0,64167069.0,139474906.0
1420,2011-02-18,Unknown,40000000.0,63686397.0,136123083.0
1421,2010-06-04,Get Him to the Greek,40000000.0,61153526.0,91455875.0
1422,2003-11-21,Gothika,40000000.0,59588068.0,141484812.0
1423,2001-11-30,Behind Enemy Lines,40000000.0,58855732.0,58855732.0
1424,2011-03-18,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0
1425,2004-10-15,Shall We Dance?,40000000.0,57887882.0,118097882.0
1426,2006-08-25,Invincible,40000000.0,57806952.0,58501127.0
1427,2013-02-15,Escape From Planet Earth,40000000.0,57012977.0,74156610.0
1428,1998-07-10,Small Soldiers,40000000.0,55143823.0,71743823.0
1429,1997-07-31,Spawn,40000000.0,54979992.0,87949859.0
1430,2014-11-26,Horrible Bosses 2,40000000.0,54445357.0,105945357.0
1431,2002-01-25,The Count of Monte Cristo,40000000.0,54228104.0,75389090.0
1432,2006-10-20,The Prestige,40000000.0,53089891.0,104407366.0
1433,2006-06-16,The Lake House,40000000.0,52330111.0,114830111.0
1434,2010-07-09,Predators,40000000.0,52000688.0,127234389.0
1435,2012-08-15,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0
1436,1987-07-31,The Living Daylights,40000000.0,51185000.0,191200000.0
1437,2006-12-08,Apocalypto,40000000.0,50866635.0,121032272.0
1438,2007-02-14,Music and Lyrics,40000000.0,50572589.0,146196885.0
1439,1986-06-18,Legal Eagles,40000000.0,49851591.0,49851591.0
1440,2004-03-12,Secret Window,40000000.0,47958031.0,92111551.0
1441,2005-08-12,The Skeleton Key,40000000.0,47907715.0,92256918.0
1442,2014-06-20,Jersey Boys,40000000.0,47047013.0,65282732.0
1443,2008-05-02,Made of Honor,40000000.0,46012734.0,106548738.0
1444,1997-11-21,The Rainmaker,40000000.0,45916769.0,45916769.0
1445,1992-02-07,Medicine Man,40000000.0,44948240.0,44948240.0
1446,1997-12-12,Amistad,40000000.0,44212592.0,58250151.0
1447,2014-05-30,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0
1448,2011-08-12,Final Destination 5,40000000.0,42587643.0,155011165.0
1449,2018-11-16,Widows,40000000.0,42402632.0,73866088.0
1450,2005-04-08,Fever Pitch,40000000.0,42071069.0,50071069.0
1451,2007-12-25,Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494.0
1452,2007-12-25,The Water Horse: Legend of the Deep,40000000.0,40412817.0,103429755.0
1453,2014-07-18,Sex Tape,40000000.0,38543473.0,126069509.0
1454,2011-04-15,Scream 4,40000000.0,38180928.0,95989590.0
1455,1994-12-21,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0
1456,2000-08-11,Autumn in New York,40000000.0,37752931.0,90717684.0
1457,2011-03-18,Paul,40000000.0,37412945.0,101162106.0
1458,2012-12-19,The Guilt Trip,40000000.0,37134215.0,41294674.0
1459,2011-08-26,Colombiana,40000000.0,36665854.0,72295262.0
1460,1999-02-26,8MM,40000000.0,36443442.0,96398826.0
1461,2018-01-12,The Commuter,40000000.0,36343858.0,101985431.0
1462,2000-02-18,Hanging Up,40000000.0,36037909.0,51867723.0
1463,1991-03-01,The Doors,40000000.0,34416893.0,34416893.0
1464,1999-08-20,Mickey Blue Eyes,40000000.0,33864342.0,53864342.0
1465,2000-10-20,Pay it Forward,40000000.0,33508922.0,55696705.0
1466,2011-04-08,Arthur,40000000.0,33035397.0,47787943.0
1467,2008-03-21,Drillbit Taylor,40000000.0,32862104.0,49686263.0
1468,2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0
1469,2011-12-25,Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0
1470,1994-07-01,The Shadow,40000000.0,31835600.0,31835600.0
1471,2008-11-26,Transporter 3,40000000.0,31715062.0,107235592.0
1472,2010-11-10,Morning Glory,40000000.0,31011732.0,59795070.0
1473,2005-11-09,Get Rich or Die Tryin',40000000.0,30981850.0,46666955.0
1474,2019-05-03,Long Shot,40000000.0,30202860.0,43711031.0
1475,2000-08-25,The Art of War,40000000.0,30199105.0,30199105.0
1476,2013-12-25,Grudge Match,40000000.0,29807260.0,69807260.0
1477,2000-08-11,Bless the Child,40000000.0,29374178.0,40435694.0
1478,2005-11-23,Rent,40000000.0,29077547.0,31670620.0
1479,1999-04-02,The Out-of-Towners,40000000.0,28544120.0,28544120.0
1480,2017-08-11,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0
1481,1996-08-23,The Island of Dr. Moreau,40000000.0,27682712.0,27682712.0
1482,2001-09-07,The Musketeer,40000000.0,27053815.0,27053815.0
1483,2017-01-27,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0
1484,2008-02-29,The Other Boleyn Girl,40000000.0,26814957.0,78269970.0
1485,2017-06-30,The House,40000000.0,25584504.0,31192425.0
1486,2001-02-16,Sweet November,40000000.0,25288103.0,65754228.0
1487,2007-04-05,The Reaping,40000000.0,25126214.0,62226214.0
1488,2011-01-07,Season of the Witch,40000000.0,24827228.0,91126600.0
1489,1994-06-03,Renaissance Man,40000000.0,24172899.0,24172899.0
1490,1998-05-15,Quest for Camelot,40000000.0,22772500.0,38172500.0
1491,2002-09-06,City by the Sea,40000000.0,22433915.0,22433915.0
1492,1999-01-15,At First Sight,40000000.0,22365133.0,22365133.0
1493,2016-08-26,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0
1494,2004-01-16,Torque,40000000.0,21176322.0,46176322.0
1495,2009-11-13,Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0
1496,1995-09-22,Showgirls,40000000.0,20350754.0,37750754.0
1497,1996-02-16,City Hall,40000000.0,20278055.0,20278055.0
1498,2012-02-03,Big Miracle,40000000.0,20157300.0,25268680.0
1499,2012-12-21,The Impossible,40000000.0,19019882.0,169590606.0
1500,2012-03-09,A Thousand Words,40000000.0,18450127.0,20790486.0
1501,2006-10-20,Marie Antoinette,40000000.0,15962471.0,60862471.0
1502,2000-10-06,Get Carter,40000000.0,14967182.0,19417182.0
1503,1995-04-21,Kiss of Death,40000000.0,14942422.0,14942422.0
1504,2002-04-26,"Life, or Something Like It",40000000.0,14448589.0,14448589.0
1505,1987-05-15,Ishtar,40000000.0,14375181.0,14375181.0
1506,1992-02-28,Memoirs of an Invisible Man,40000000.0,14358033.0,14358033.0
1507,2009-10-23,Amelia,40000000.0,14279575.0,19756077.0
1508,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000.0,14046595.0,39753957.0
1509,2004-05-07,New York Minute,40000000.0,14018364.0,21215882.0
1510,1999-03-12,The Deep End of the Ocean,40000000.0,13508635.0,13508635.0
1511,2004-11-05,Alfie,40000000.0,13395939.0,35195939.0
1512,2002-08-30,FearDotCom,40000000.0,13208023.0,13208023.0
1513,2008-11-07,Soul Men,40000000.0,12082391.0,12345883.0
1514,2015-03-20,The Gunman,40000000.0,10664749.0,18594227.0
1515,1999-08-20,Universal Soldier II: The Return,40000000.0,10447421.0,10717421.0
1516,2009-09-25,Pandorum,40000000.0,10330853.0,17033431.0
1517,2003-09-26,Duplex,40000000.0,9652000.0,10070651.0
1518,2013-08-16,Paranoia,40000000.0,7388654.0,16340767.0
1519,1980-08-01,Raise the Titanic,40000000.0,7000000.0,7000000.0
1520,2015-07-10,Baahubali: The Beginning,40000000.0,6738000.0,26736665.0
1521,2018-03-09,The Hurricane Heist,40000000.0,6115824.0,30963684.0
1522,2002-01-04,Impostor,40000000.0,6114237.0,7974607.0
1523,2015-11-25,Victor Frankenstein,40000000.0,5775076.0,31124367.0
1524,2002-11-27,Extreme Ops,40000000.0,4835968.0,12624471.0
1525,2001-04-06,Just Visiting,40000000.0,4777007.0,16172200.0
1526,2014-06-27,Snowpiercer,40000000.0,4563029.0,88069880.0
1527,2007-07-20,Sunshine,40000000.0,3688560.0,32030610.0
1528,1994-03-11,The Hudsucker Proxy,40000000.0,2816518.0,14938149.0
1529,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000.0,1738477.0,30230402.0
1530,1986-07-01,Pirates,40000000.0,1641825.0,6341825.0
1531,2008-12-12,Delgo,40000000.0,915840.0,915840.0
1532,2007-09-07,The Hunting Party,40000000.0,876671.0,7729552.0
1533,2006-10-13,Alex Rider: Operation Stormbreaker,40000000.0,659210.0,20722450.0
1534,2009-11-20,Red Cliff,40000000.0,627047.0,119627047.0
1535,2004-09-24,The Last Shot,40000000.0,463730.0,463730.0
1536,2007-03-16,Nomad,40000000.0,79123.0,79123.0
1537,2013-04-16,Un monstre Ã Paris,40000000.0,0.0,27000381.0
1538,2019-06-21,Kursk,40000000.0,0.0,4212799.0
1539,2016-11-11,USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0
1540,2014-12-31,Dragon Nest Warriors' Dawn,40000000.0,0.0,734423.0
1541,2018-12-31,The Crow,40000000.0,0.0,0.0
1542,2019-09-13,The Goldfinch,40000000.0,0.0,0.0
1543,2019-12-31,Down Under Cover,40000000.0,0.0,0.0
1544,2009-08-14,The Time Traveler's Wife,39000000.0,63414846.0,102332135.0
1545,1983-06-17,Superman III,39000000.0,59950623.0,59950623.0
1546,2007-02-02,Because I Said So,39000000.0,42674040.0,69538833.0
1547,2012-10-05,Frankenweenie,39000000.0,35287788.0,81150788.0
1548,1996-03-29,Sgt. Bilko,39000000.0,30356589.0,37956589.0
1549,2005-09-30,Serenity,39000000.0,25514517.0,40319440.0
1550,2007-09-07,Shoot 'Em Up,39000000.0,12796824.0,26796824.0
1551,2004-02-20,Against the Ropes,39000000.0,5881504.0,6429865.0
1552,2013-08-23,Yi dai zong shi,38600000.0,6594959.0,57987299.0
1553,2001-06-22,The Fast and the Furious,38000000.0,144512310.0,206512310.0
1554,2002-09-27,Sweet Home Alabama,38000000.0,127214072.0,182365114.0
1555,2009-07-24,The Ugly Truth,38000000.0,88915214.0,205298907.0
1556,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000.0,85846296.0,119721296.0
1557,1994-11-18,Star Trek: Generations,38000000.0,75671262.0,120000000.0
1558,2017-06-02,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0
1559,2015-04-17,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0
1560,1997-12-19,Mouse Hunt,38000000.0,61894591.0,61894591.0
1561,2016-12-23,Why Him?,38000000.0,60323786.0,117425156.0
1562,2011-04-22,Water for Elephants,38000000.0,58709717.0,116809717.0
1563,2010-10-08,Life as We Know It,38000000.0,53374681.0,105887837.0
1564,1999-12-29,The Hurricane,38000000.0,50699241.0,73956241.0
1565,2013-09-06,Riddick,38000000.0,42025135.0,94763758.0
1566,2001-03-23,Heartbreakers,38000000.0,40334024.0,57753825.0
1567,2002-05-24,Enough,38000000.0,39177215.0,50970660.0
1568,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0
1569,2009-02-06,Push,38000000.0,31811527.0,49678401.0
1570,2013-09-20,Rush,38000000.0,26947624.0,98230839.0
1571,2001-05-18,Angel Eyes,38000000.0,24044532.0,29544532.0
1572,2001-12-21,Joe Somebody,38000000.0,22770864.0,24515990.0
1573,2000-03-10,The Ninth Gate,38000000.0,18653746.0,58394308.0
1574,2017-10-20,Only the Brave,38000000.0,18340051.0,24555177.0
1575,1996-09-27,Extreme Measures,38000000.0,17378193.0,17378193.0
1576,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0
1577,2001-09-07,Rock Star,38000000.0,16991902.0,19317765.0
1578,1996-02-02,White Squall,38000000.0,10229300.0,10229300.0
1579,2008-10-10,City of Ember,38000000.0,7873007.0,17831558.0
1580,1997-10-31,Switchback,38000000.0,6504442.0,6504442.0
1581,2018-09-21,The Sisters Brothers,38000000.0,3143056.0,13143056.0
1582,2001-11-30,Texas Rangers,38000000.0,623374.0,623374.0
1583,2008-08-26,Virgin Territory,38000000.0,0.0,5473041.0
1584,2019-01-11,The Upside,37500000.0,108235497.0,119024536.0
1585,2012-05-18,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0
1586,2012-09-14,The Master,37500000.0,16247159.0,50647416.0
1587,2008-10-10,The Express,37500000.0,9793406.0,9813309.0
1588,2008-11-21,Twilight,37000000.0,192769854.0,402280159.0
1589,2013-08-07,We're the Millers,37000000.0,150394119.0,267816276.0
1590,2015-11-25,Creed,37000000.0,109767581.0,173567581.0
1591,2010-09-17,The Town,37000000.0,92186262.0,152566881.0
1592,2011-09-23,Dolphin Tale,37000000.0,72286779.0,96068724.0
1593,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0
1594,2008-09-12,Burn After Reading,37000000.0,60355347.0,168167798.0
1595,2004-04-23,13 Going On 30,37000000.0,57139723.0,97658712.0
1596,2008-04-04,Nim's Island,37000000.0,48006762.0,101857425.0
1597,2016-02-12,How to be Single,37000000.0,46843513.0,100003780.0
1598,2010-02-26,Cop Out,37000000.0,44875481.0,55909910.0
1599,2011-01-28,The Rite,37000000.0,33047633.0,97143987.0
1600,2008-07-18,Space Chimps,37000000.0,30105968.0,67029956.0
1601,1999-12-17,Magnolia,37000000.0,22450975.0,48446802.0
1602,2015-05-29,Aloha,37000000.0,21052030.0,25387091.0
1603,2009-12-31,Obitaemyy ostrov,36500000.0,0.0,15000000.0
1604,2018-10-05,A Star is Born,36000000.0,215288866.0,433449571.0
1605,2011-02-11,Gnomeo and Juliet,36000000.0,99967670.0,193737977.0
1606,2002-02-15,John Q,36000000.0,71026631.0,102226631.0
1607,1999-09-17,Blue Streak,36000000.0,68208190.0,117448157.0
1608,1983-10-07,Never Say Never Again,36000000.0,55500000.0,160000000.0
1609,2010-03-26,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0
1610,1997-05-02,Breakdown,36000000.0,50159144.0,50159144.0
1611,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0
1612,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85309093.0
